,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
14635,Robotics;Notes,PSV,2014,Adventure,5pb,0.0,0.0,0.02,0.0,0.02
14636,Jake Hunter: Detective Chronicles,DS,2008,Adventure,Aksys Games,0.02,0.0,0.0,0.0,0.02
14637,Song of the Deep,PC,2016,Action,Insomniac Games,0.02,0.0,0.0,0.0,0.02
14638,Big Idea's VeggieTales: LarryBoy and the Bad Apple,PS2,2006,Action,Crave Entertainment,0.01,0.01,0.0,0.0,0.02
14639,F1 Race Stars,PC,2012,Racing,Codemasters,0.0,0.02,0.0,0.0,0.02
14640,Jewel Quest 5: The Sleepless Star,DS,2012,Action,Licensed 4U,0.0,0.02,0.0,0.0,0.02
14641,Culdcept,PS2,2002,Strategy,Sega,0.01,0.01,0.0,0.0,0.02
14642,Virtua Pro Football,PS2,2006,Sports,Sega,0.0,0.0,0.02,0.0,0.02
14643,I Doll U,PSV,2015,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02
14644,Entaku no Seito: The Eternal Legend,PSP,2012,Role-Playing,Kadokawa Games,0.0,0.0,0.02,0.0,0.02
14645,The Haunted: Hell's Reach,PC,2011,Shooter,Visco,0.02,0.0,0.0,0.0,0.02
14646,Napoleon Dynamite: The Game,DS,2007,Puzzle,Crave Entertainment,0.02,0.0,0.0,0.0,0.02
14647,Marker Man Adventures,DS,2009,Platform,Majesco Entertainment,0.02,0.0,0.0,0.0,0.02
14648,Aoishiro,PS2,2008,Adventure,Success,0.0,0.0,0.02,0.0,0.02
14649,NightTruth: Explanation of the Paranormal - The Making of Nighttruth: Voice Selection,SAT,1996,Misc,Sonnet,0.0,0.0,0.02,0.0,0.02
14650,Pippa Funnell: Ranch Rescue,Wii,2007,Adventure,Ubisoft,0.0,0.02,0.0,0.0,0.02
14651,Daikaijuu Battle: Ultra Coliseum,Wii,2008,Fighting,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
14652,Spider-Man: Web of Shadows,PC,2008,Action,Activision,0.0,0.02,0.0,0.0,0.02
14653,Bomberman Fantasy Race,PS,1998,Racing,Virgin Interactive,0.01,0.01,0.0,0.0,0.02
14654,Shin Sangoku Musou Online: Souten Ranbu,PS3,2010,Action,Tecmo Koei,0.0,0.0,0.02,0.0,0.02
14655,Star Wars The Clone Wars: Republic Heroes,PC,2009,Action,LucasArts,0.0,0.02,0.0,0.0,0.02
14656,Shin Hisui no Shizuku: Hiiro no Kakera 2 Portable,PSP,2010,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02
14657,Zathura,XB,2005,Adventure,Take-Two Interactive,0.02,0.0,0.0,0.0,0.02
14658,George of the Jungle and the Search for the Secret,Wii,2008,Platform,Ignition Entertainment,0.02,0.0,0.0,0.0,0.02
14659,Trapped Dead,PC,2011,Strategy,Iceberg Interactive,0.0,0.02,0.0,0.0,0.02
14660,Casper's Scare School: Spooky Sports Day,Wii,2009,Sports,Blast! Entertainment Ltd,0.02,0.0,0.0,0.0,0.02
14661,GRID Autosport,PC,2014,Racing,Codemasters,0.0,0.02,0.0,0.0,0.02
14662,Kensei: Sacred Fist,PS,1997,Fighting,Konami Digital Entertainment,0.01,0.01,0.0,0.0,0.02
14663,Secrets of the Titanic,DS,2012,Action,Avanquest Software,0.0,0.02,0.0,0.0,0.02
14664,Grisaia no Rakuen: Le Eden de la Grisaia,PSV,2014,Adventure,Prototype,0.0,0.0,0.02,0.0,0.02
14665,PC Engine Best Collection: Tengai Makyou Collection,PSP,2008,Role-Playing,Hudson Soft,0.0,0.0,0.02,0.0,0.02
14666,TalkMan,PSP,2006,Misc,Sony Computer Entertainment,0.0,0.0,0.02,0.0,0.02
14667,Invizimals: The Resistance,PSV,2014,Role-Playing,Sony Computer Entertainment,0.0,0.02,0.0,0.0,0.02
14668,The Ultimate Battle of the Sexes,Wii,2010,Misc,DTP Entertainment,0.01,0.01,0.0,0.0,0.02
14669,Muchi Muchi Pork & Pink Sweets,X360,2011,Shooter,Cave,0.0,0.0,0.02,0.0,0.02
14670,NBA 2K13,PC,2012,Sports,Take-Two Interactive,0.0,0.02,0.0,0.0,0.02
14671,Crysis: Warhead,PC,2008,Shooter,Electronic Arts,0.0,0.02,0.0,0.0,0.02
14672,Moe Star: Moeru Toudai Eigojuku,DS,2008,Misc,Mirai Shounen,0.0,0.0,0.02,0.0,0.02
14673,Angelique Retour,PSV,2015,Action,Tecmo Koei,0.0,0.0,0.02,0.0,0.02
14674,Blazing Souls,PS2,2006,Role-Playing,Idea Factory,0.0,0.0,0.02,0.0,0.02
14675,Clue / Mouse Trap / Perfection / Aggravation,DS,2006,Misc,Unknown,0.02,0.0,0.0,0.0,0.02
14676,Ferrari Challenge Trofeo Pirelli Deluxe,Wii,2009,Racing,System 3 Arcade Software,0.0,0.02,0.0,0.0,0.02
14677,Call of Duty: Modern Warfare Trilogy,X360,2016,Shooter,Activision,0.01,0.01,0.0,0.0,0.02
14678,HotBrain,PSP,2007,Puzzle,Midway Games,0.02,0.0,0.0,0.0,0.02
14679,San Goku Shi DS 2,DS,2007,Strategy,Tecmo Koei,0.0,0.0,0.02,0.0,0.02
14680,Soukoku no Kusabi: Hiiro no Kakera 3 - Ashita e no Tobira,PSP,2012,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02
14681,Oyaku de Asoberu DS Ehon: Ukkari Penelope,DS,2008,Simulation,Tecmo Koei,0.0,0.0,0.02,0.0,0.02
14682,Spanish for Everyone!,DS,2007,Puzzle,Activision,0.02,0.0,0.0,0.0,0.02
14683,Dance Dance Revolution Extra Mix,PS,2001,Simulation,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02
14684,Dream C Club: GoGo,PS3,2014,Adventure,D3Publisher,0.0,0.0,0.02,0.0,0.02
14685,Group S Challenge,XB,2003,Racing,Capcom,0.02,0.0,0.0,0.0,0.02
14686,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.3,PS3,2015,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
14687,Genkai Tokki: Seven Pirates,PSV,2016,Role-Playing,Compile Heart,0.0,0.0,0.02,0.0,0.02
14688,Unreal Anthology,PC,2006,Shooter,Midway Games,0.0,0.02,0.0,0.0,0.02
14689,Katekyoo Hitman Reborn! Dream Hyper Battle!,PS2,2007,Fighting,Marvelous Interactive,0.0,0.0,0.02,0.0,0.02
14690,Prison Architect,PS4,2016,Action,Introversion Software,0.01,0.01,0.0,0.0,0.02
14691,GT Legends,PC,2005,Racing,Atari,0.0,0.02,0.0,0.0,0.02
14692,Genroh,PSP,2012,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02
14693,Ketsui Death Label,DS,2008,Shooter,Arika,0.0,0.0,0.02,0.0,0.02
14694,Winter Sports 2011,X360,2011,Sports,DTP Entertainment,0.0,0.02,0.0,0.0,0.02
14695,Gakuen K: Wonderful School Days,PSP,2014,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02
14696,Commandos 3: Destination Berlin,PC,2003,Strategy,Eidos Interactive,0.0,0.02,0.0,0.0,0.02
14697,Nanatsuiro * Drops Pure!!,PS2,2007,Adventure,Media Works,0.0,0.0,0.02,0.0,0.02
14698,Bully: Scholarship Edition,PC,2008,Action,Take-Two Interactive,0.0,0.02,0.0,0.0,0.02
14699,Pac-Man World Rally,PS2,2006,Racing,Namco Bandai Games,0.01,0.01,0.0,0.0,0.02
14700,Downtown Nekketsu Koushinkyoku: Soreyuke Daiundoukai All-Star Special,PS3,2015,Action,Arc System Works,0.0,0.0,0.02,0.0,0.02
14701,Jinguuji Saburou DS: Akai Chou,DS,2010,Adventure,Arc System Works,0.0,0.0,0.02,0.0,0.02
14702,Turbo: Super Stunt Squad,WiiU,2013,Sports,D3Publisher,0.0,0.02,0.0,0.0,0.02
14703,Usavichi: Game no Jikan,DS,2011,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
14704,Inkheart,DS,2009,Adventure,DreamCatcher Interactive,0.02,0.0,0.0,0.0,0.02
14705,Worms,X360,2007,Strategy,Microsoft Game Studios,0.0,0.02,0.0,0.0,0.02
14706,Root Infinity Rexx,PSV,2015,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02
14707,Dakar 2: The World's Ultimate Rally,XB,2003,Racing,Acclaim Entertainment,0.02,0.0,0.0,0.0,0.02
14708,Jewel Match 2,DS,2012,Puzzle,Easy Interactive,0.0,0.02,0.0,0.0,0.02
14709,Nano Diver,PSP,2011,Action,Takara Tomy,0.0,0.0,0.02,0.0,0.02
14710,Max Payne,PC,2001,Shooter,Take-Two Interactive,0.0,0.02,0.0,0.0,0.02
14711,Touch Detective (JP sales),DS,2006,Adventure,505 Games,0.0,0.0,0.02,0.0,0.02
14712,Happiness! De-Lucks,PS2,2007,Adventure,Marvelous Interactive,0.0,0.0,0.02,0.0,0.02
14713,Hakuouki: Yuugi Roku DS,DS,2011,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02
14714,Custom Drive,PSP,2012,Action,D3Publisher,0.0,0.0,0.02,0.0,0.02
14715,Eureka Seven Vol. 2: The New Vision,PS2,2006,Shooter,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
14716,Tegami Bachi: Kokoro Tsumugu Mono e,PSP,2010,Role-Playing,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02
14717,Clover no Kuni no Alice: Wonderful Wonder World,PSP,2011,Adventure,Quinrose,0.0,0.0,0.02,0.0,0.02
14718,Memories Off: Yubikiri no Kioku,X360,2010,Adventure,5pb,0.0,0.0,0.02,0.0,0.02
14719,Yoake Yori Ruriiro na Portable,PSP,2010,Adventure,Kadokawa Shoten,0.0,0.0,0.02,0.0,0.02
14720,Franklin: A Birthday Surprise,PS2,2006,Misc,Game Factory,0.01,0.01,0.0,0.0,0.02
14721,Poupee Girl DS 2: Elegant Mint / Sweet Pink Style,DS,2010,Misc,Alvion,0.0,0.0,0.02,0.0,0.02
14722,NatGeo Challenge! Wild Life,X360,2010,Misc,Black Bean Games,0.0,0.02,0.0,0.0,0.02
14723,Atlantic Quest,PC,2011,Puzzle,Avanquest,0.0,0.02,0.0,0.0,0.02
14724,Command & Conquer 3: Deluxe Edition,PC,2008,Strategy,Electronic Arts,0.0,0.02,0.0,0.0,0.02
14725,America Oudan Ultra-Quiz,SAT,1995,Misc,Victor Interactive,0.0,0.0,0.02,0.0,0.02
14726,X-Plane 10 Global,PC,2013,Simulation,Aerosoft,0.0,0.02,0.0,0.0,0.02
14727,Golden Nugget Casino DS,DS,2005,Misc,Majesco Entertainment,0.02,0.0,0.0,0.0,0.02
14728,T.A.C. Heroes : Big Red One,DS,2010,Strategy,Storm City Games,0.02,0.0,0.0,0.0,0.02
14729,The Lord of the Rings: The Battle for Middle-Earth II,PC,2006,Strategy,Electronic Arts,0.01,0.01,0.0,0.0,0.02
14730,Tiger & Bunny: Hero's Day,PSP,2013,Action,D3Publisher,0.0,0.0,0.02,0.0,0.02
14731,Devil Survivor: Over Clock,3DS,2015,Strategy,Atlus,0.0,0.0,0.02,0.0,0.02
14732,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.5,PS3,2015,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
14733,Grey's Anatomy: The Video Game,PC,2009,Adventure,Ubisoft,0.0,0.02,0.0,0.0,0.02
14734,Puyo Puyo Tetris,WiiU,2014,Puzzle,Sega,0.0,0.0,0.02,0.0,0.02
14735,Steins;Gate: Senkei Kousoku no Phonogram,X360,2013,Adventure,5pb,0.0,0.0,0.02,0.0,0.02
14736,The Sims 2: Happy Holiday Stuff,PC,2006,Simulation,Electronic Arts,0.01,0.01,0.0,0.0,0.02
14737,Serious Sam HD: Gold Edition,X360,2011,Shooter,Mastertronic,0.0,0.02,0.0,0.0,0.02
14738,Mushishi: Amefuru Sato,DS,2008,Simulation,Marvelous Interactive,0.0,0.0,0.02,0.0,0.02
14739,uDraw Studio: Instant Artist,X360,2011,Misc,THQ,0.01,0.01,0.0,0.0,0.02
14740,White Album 2: Shiawase no Mukougawa,PSV,2013,Adventure,Aqua Plus,0.0,0.0,0.02,0.0,0.02
14741,Geten no Hana,PSP,2013,Misc,Tecmo Koei,0.0,0.0,0.02,0.0,0.02
14742,James Bond 007: Blood Stone,PC,2010,Shooter,Activision,0.02,0.0,0.0,0.0,0.02
14743,Machi-ing Maker 4,PS3,2011,Strategy,D3Publisher,0.0,0.0,0.02,0.0,0.02
14744,Quiz Present Variety Q-Sama!! DS: Pressure Study x Atama Gai Kunaru Drill SP,DS,2011,Misc,Plenty,0.0,0.0,0.02,0.0,0.02
14745,Mystery Tales 2: The Spirit Mask,DS,2011,Puzzle,Unknown,0.0,0.02,0.0,0.0,0.02
14746,Earth Seeker,Wii,2011,Role-Playing,Kadokawa Shoten,0.0,0.0,0.02,0.0,0.02
14747,UnchainBlades EXXiV,PSP,2012,Role-Playing,FuRyu,0.0,0.0,0.02,0.0,0.02
14748,Defendin' De Penguin,DS,2008,Strategy,Zushi Games,0.02,0.0,0.0,0.0,0.02
14749,Black Rose Valkyrie,PS4,2016,Role-Playing,Idea Factory,0.0,0.0,0.02,0.0,0.02
14750,Amatsumi Sora ni! Kumo no Hatate ni,PSV,2015,Adventure,Prototype,0.0,0.0,0.02,0.0,0.02
14751,Last Escort,PS2,2006,Adventure,D3Publisher,0.0,0.0,0.02,0.0,0.02
14752,Magicka Collection,PC,2011,Adventure,Unknown,0.0,0.02,0.0,0.0,0.02
14753,Toukiden 2,PS3,2016,Action,Tecmo Koei,0.0,0.0,0.02,0.0,0.02
14754,Motto Hayaku! Seikaku Ni! Suu Sense Keisan Ryuoku Up Training - SuuTore,DS,2008,Misc,Benesse,0.0,0.0,0.02,0.0,0.02
14755,SAW,PC,2009,Action,Konami Digital Entertainment,0.0,0.02,0.0,0.0,0.02
14756,Rugby League Live 3,PS4,2015,Action,Tru Blu Entertainment,0.0,0.02,0.0,0.0,0.02
14757,Europa Universalis III Complete,PC,2008,Strategy,Paradox Interactive,0.0,0.02,0.0,0.0,0.02
14758,Let's Play Flight Attendant,DS,2010,Simulation,Deep Silver,0.02,0.0,0.0,0.0,0.02
14759,CID The Dummy,Wii,2009,Platform,Oxygen Interactive,0.02,0.0,0.0,0.0,0.02
14760,Heavy Fire: Afghanistan,PC,2011,Shooter,Mastiff,0.02,0.0,0.0,0.0,0.02
14761,1000 Cooking Recipes from ELLE à table,DS,2010,Misc,Nintendo,0.0,0.02,0.0,0.0,0.02
14762,Sansuu Puzzle de Migaku: Gakken Otona no Shikou Sense,DS,2007,Misc,Gakken,0.0,0.0,0.02,0.0,0.02
14763,Neo Angelique,PS2,2006,Adventure,Tecmo Koei,0.0,0.0,0.02,0.0,0.02
14764,Kabushiki Baibai Trainer: Kabutore! Next,DS,2007,Simulation,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02
14765,Yu-Gi-Oh! GX: The Beginning of Destiny (JP sales),PS2,2007,Strategy,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02
14766,Yuu Yuu Hakusho DS: Ankoku Bujutsukai Hen,DS,2006,Action,Takara Tomy,0.0,0.0,0.02,0.0,0.02
14767,Platypus,PSP,2006,Shooter,Funsta,0.02,0.0,0.0,0.0,0.02
14768,Hiiro no Kakera Portable,PSP,2008,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02
14769,B-17: Fortress in the Sky,DS,2007,Simulation,DSI Games,0.02,0.0,0.0,0.0,0.02
14770,Code R,SAT,1998,Adventure,Quintet,0.0,0.0,0.02,0.0,0.02
14771,World Series of Poker 2008: Battle for the Bracelets,PSP,2007,Misc,Activision,0.02,0.0,0.0,0.0,0.02
14772,ScrapLand,XB,2005,Action,Deep Silver,0.02,0.0,0.0,0.0,0.02
14773,The Lord of the Rings: Conquest,PC,2009,Action,Electronic Arts,0.0,0.02,0.0,0.0,0.02
14774,Casper: Spirit Dimensions,GC,2002,Platform,TDK Mediactive,0.02,0.0,0.0,0.0,0.02
14775,My Frogger: Toy Trials,DS,2006,Action,Konami Digital Entertainment,0.02,0.0,0.0,0.0,0.02
14776,Simple DS Series Vol. 42: The Haioku Byoutou,DS,2008,Adventure,D3Publisher,0.0,0.0,0.02,0.0,0.02
14777,Urakata Hakuoki,PSP,2013,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02
14778,Bugriders: The Race of Kings,PS,1997,Racing,GT Interactive,0.01,0.01,0.0,0.0,0.02
14779,Super Dodge Ball,NG,1995,Sports,Technos Japan Corporation,0.0,0.0,0.02,0.0,0.02
14780,Natsuiro High School: Seishun Hakusho,PS4,2015,Action,D3Publisher,0.0,0.0,0.02,0.0,0.02
14781,Seinaru Kana: Orichalcum no Na no Motoni,PSP,2012,Action,CyberFront,0.0,0.0,0.02,0.0,0.02
14782,Bunmei Haruka: Aoiza Ibunroku,PSP,2011,Action,FuRyu,0.0,0.0,0.02,0.0,0.02
14783,Battle Spirits: Kiseki no Hasha,PSP,2009,Role-Playing,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
14784,Frontlines: Fuel of War,PC,2008,Shooter,THQ,0.0,0.02,0.0,0.0,0.02
14785,Dungeon Defenders,PC,2011,Role-Playing,Unknown,0.02,0.0,0.0,0.0,0.02
14786,Ducati Moto,DS,2008,Racing,Vir2L Studios,0.02,0.0,0.0,0.0,0.02
14787,Demigod,PC,2009,Strategy,Atari,0.0,0.02,0.0,0.0,0.02
14788,Renegade Racers,PS,1999,Racing,Interplay,0.01,0.01,0.0,0.0,0.02
14789,Homefront: The Revolution,PC,2016,Shooter,Deep Silver,0.0,0.02,0.0,0.0,0.02
14790,PDC World Championship Darts: Pro Tour,X360,2010,Sports,O-Games,0.0,0.02,0.0,0.0,0.02
14791,Kadenz fermata//Akkord:fortissimo,PSV,2014,Adventure,5pb,0.0,0.0,0.02,0.0,0.02
14792,I Heart Geeks,DS,2011,Puzzle,CDV Software Entertainment,0.02,0.0,0.0,0.0,0.02
14793,Sega Ages 2500 Series Vol. 32: Phantasy Star Complete Collection,PS2,2008,Role-Playing,Sega,0.0,0.0,0.02,0.0,0.02
14794,Oil Rush,PC,2012,Strategy,Iceberg Interactive,0.0,0.02,0.0,0.0,0.02
14795,Thomas & Friends: Hero of the Rails,Wii,2010,Misc,Unknown,0.0,0.02,0.0,0.0,0.02
14796,Planetarium Creator Ohira Takayuki Kanshuu: HomeStar Portable - 21st Century Star Navigator,PSP,2006,Misc,Sega,0.0,0.0,0.02,0.0,0.02
14797,Tantei Opera: Milky Holmes,PSP,2010,Adventure,Unknown,0.0,0.0,0.02,0.0,0.02
14798,Uchuu Keiji Tamashii: The Space Sheriff Spirits,PS2,2006,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
14799,Winning Post 8 2016,PS4,2016,Simulation,Tecmo Koei,0.0,0.0,0.02,0.0,0.02
14800,Uta no * Prince-Sama,PSP,2010,Adventure,Broccoli,0.0,0.0,0.02,0.0,0.02
14801,Naruto Shippuden: Ultimate Ninja Storm Collection,PS3,2016,Action,Namco Bandai Games,0.0,0.02,0.0,0.0,0.02
14802,3DS Classic Collection,3DS,2016,Misc,Sega,0.02,0.0,0.0,0.0,0.02
14803,Ultraman Star Chronicles,PSP,2013,Strategy,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
14804,Wrestle Kingdom 2: Pro Wrestling Sekai Taisen,PS2,2007,Fighting,Yuke's,0.0,0.0,0.02,0.0,0.02
14805,Robotics;Notes,X360,2012,Adventure,5pb,0.0,0.0,0.02,0.0,0.02
14806,Sengoku Basara: Sanada Yukimura-Den,PS3,2016,Action,Capcom,0.0,0.0,0.02,0.0,0.02
14807,Diabolik Lovers: Vandead Carnival,PSV,2014,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02
14808,GunParade Orchestra: Midori no Shou,PS2,2006,Adventure,Sony Computer Entertainment,0.0,0.0,0.02,0.0,0.02
14809,Mind Your Language: Learn English! / French! / German! / Spanish! /Japanese!,DS,2009,Misc,PlayV,0.0,0.02,0.0,0.0,0.02
14810,Vietcong,PC,2003,Shooter,Gathering of Developers,0.0,0.02,0.0,0.0,0.02
14811,Commando: Steel Disaster,DS,2008,Shooter,Lexicon Entertainment,0.02,0.0,0.0,0.0,0.02
14812,Sega Ages 2500 Series Vol. 29: Monster World Complete Collection,PS2,2007,Role-Playing,Sega,0.0,0.0,0.02,0.0,0.02
14813,Zettai Meikyuu Grimm: Nanatsu no Kagi to Rakuen no Otome,PSP,2010,Misc,Karin Entertainment,0.0,0.0,0.02,0.0,0.02
14814,Peter Pan in Disney's Return to Never Land,PS,2002,Platform,Sony Computer Entertainment,0.01,0.01,0.0,0.0,0.02
14815,Shaman King: Chou Senjiryokketsu 3,GBA,2002,Role-Playing,King Records,0.0,0.0,0.02,0.0,0.02
14816,Toxic Grind,XB,2002,Sports,THQ,0.02,0.0,0.0,0.0,0.02
14817,Kokoro Connect: Yochi Random,PSP,2012,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
14818,Arcana Famiglia 2,PSP,2013,Adventure,Comfort,0.0,0.0,0.02,0.0,0.02
14819,K-1 Grand Prix,PS,1999,Fighting,Jaleco,0.01,0.01,0.0,0.0,0.02
14820,RedCard 20-03,GC,2002,Sports,Midway Games,0.02,0.0,0.0,0.0,0.02
14821,Dunamis 15,X360,2011,Adventure,5pb,0.0,0.0,0.02,0.0,0.02
14822,Gon: BakuBakuBakuBaku Adventure,3DS,2012,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
14823,Eyeshield 21: Portable Edition,PSP,2006,Role-Playing,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02
14824,Maji de Manabu: LEC de Ukaru - DS Hishou Boki 3-Kyuu,DS,2008,Misc,Square Enix,0.0,0.0,0.02,0.0,0.02
14825,Stronghold Crusader Extreme,PC,2008,Strategy,Gamecock,0.0,0.02,0.0,0.0,0.02
14826,Ice Age: Dawn of the Dinosaurs,PC,2009,Action,Activision,0.02,0.0,0.0,0.0,0.02
14827,Pe-Jongju to Manabu Kankokugo DS: Test-Hen,DS,2010,Misc,D3Publisher,0.0,0.0,0.02,0.0,0.02
14828,Tenkai Knights: Brave Battle,3DS,2014,Action,Namco Bandai Games,0.01,0.01,0.0,0.0,0.02
14829,Yahari Game Demo Ore no Seishun Love-Kome Hamachi Gatteiru,PSV,2013,Adventure,5pb,0.0,0.0,0.02,0.0,0.02
14830,Catan,DS,2009,Strategy,CDV Software Entertainment,0.0,0.02,0.0,0.0,0.02
14831,Sotsugyou II: Neo Generation Special,3DO,1995,Simulation,Imageworks,0.0,0.0,0.02,0.0,0.02
14832,Evolution Snowboarding,PS2,2002,Sports,Konami Digital Entertainment,0.01,0.01,0.0,0.0,0.02
14833,Ryu-koku,PS2,2006,Adventure,KID,0.0,0.0,0.02,0.0,0.02
14834,Guitar Freaks V3 & DrumMania V3,PS2,2007,Simulation,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02
14835,Suzumiya Haruhi-Chan no Mahjong,PSP,2011,Misc,Kadokawa Shoten,0.0,0.0,0.02,0.0,0.02
14836,Haneru no Tobira Wii: Girigirissu,Wii,2007,Misc,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
14837,Revolution: 25th Anniversary Collection,PC,2016,Adventure,Koch Media,0.0,0.02,0.0,0.0,0.02
14838,Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Machiteba Tengoku! Makereba Jigoku! Ryoutsuryuu Ikkakusenkin Daisakusen!,DS,2010,Misc,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
14839,Dreamer Series: Horse Trainer,DS,2008,Simulation,DreamCatcher Interactive,0.02,0.0,0.0,0.0,0.02
14840,Doom,PC,1992,Shooter,id Software,0.02,0.0,0.0,0.0,0.02
14841,Strike Witches: Anata to Dekiru Koto - A Little Peaceful Days,PS2,2010,Action,Russel,0.0,0.0,0.02,0.0,0.02
14842,Pharaoh,PC,1998,Strategy,Vivendi Games,0.0,0.02,0.0,0.0,0.02
14843,Vitamin X Evolution Plus,PSP,2010,Adventure,D3Publisher,0.0,0.0,0.02,0.0,0.02
14844,Blade Arcus from Shining EX,PS3,2015,Fighting,Sega,0.0,0.0,0.02,0.0,0.02
14845,Kung Fu Panda: Showdown of Legendary Legends,3DS,2015,Action,Little Orbit,0.0,0.02,0.0,0.0,0.02
14846,LEGO Harry Potter: Years 1-4,PC,2010,Action,Warner Bros. Interactive Entertainment,0.01,0.01,0.0,0.0,0.02
14847,Chou!! Super Nep League DS,DS,2008,Sports,Jaleco,0.0,0.0,0.02,0.0,0.02
14848,Cabela's Big Game Hunter: Pro Hunts,X360,2014,Shooter,Activision,0.02,0.0,0.0,0.0,0.02
14849,DiRT,PC,2007,Racing,Codemasters,0.0,0.02,0.0,0.0,0.02
14850,Harukanaru Toki no Naka de 3 with Izayoiki Aizouban,PSP,2009,Adventure,Tecmo Koei,0.0,0.0,0.02,0.0,0.02
14851,Sid Meier's Civilization Revolution 2+,PSV,2015,Strategy,Take-Two Interactive,0.0,0.0,0.02,0.0,0.02
14852,Treasure Chase,DS,2011,Puzzle,Storm City Games,0.02,0.0,0.0,0.0,0.02
14853,Arabians Lost: The Engagement on Desert,PS2,2007,Adventure,Prototype,0.0,0.0,0.02,0.0,0.02
14854,Namco Museum Battle Collection (JP sales),PSP,2005,Misc,Sony Computer Entertainment,0.0,0.0,0.02,0.0,0.02
14855,Kaleidoeve,PSV,2015,Adventure,HuneX,0.0,0.0,0.02,0.0,0.02
14856,Dynasty Warriors 8: Empires,PSV,2015,Action,Tecmo Koei,0.0,0.0,0.02,0.0,0.02
14857,DEATH NOTE: L o Tsugu Mono,DS,2007,Adventure,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02
14858,School Days LxH,PS2,2008,Adventure,Interchannel,0.0,0.0,0.02,0.0,0.02
14859,World Neverland 2in1 Portable: Olerud Kingdom & Republic of Pluto,PSP,2008,Simulation,fonfun,0.0,0.0,0.02,0.0,0.02
14860,Strike Witches 2: Iyasu Naosu Punipunisuru,DS,2010,Action,Kadokawa Shoten,0.0,0.0,0.02,0.0,0.02
14861,Oshiri Kajiri Mushi no Rhythm Lesson DS: Kawai Ongaku Kyoushitsu Kanshuu,DS,2008,Misc,Sega,0.0,0.0,0.02,0.0,0.02
14862,L.G.S: Shinsetsu Houshinengi,PSP,2012,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02
14863,Ukiyo no Roushi,PSV,2015,Action,Unknown,0.0,0.0,0.02,0.0,0.02
14864,Demolition Company: Gold Edition,PC,2011,Simulation,Unknown,0.0,0.02,0.0,0.0,0.02
14865,Snow Portable,PSP,2007,Adventure,Prototype,0.0,0.0,0.02,0.0,0.02
14866,Zillions of Enemy X: Zetsukai no Crusade,PS3,2013,Role-Playing,Nippon Ichi Software,0.0,0.0,0.02,0.0,0.02
14867,Psychedelica of the Black Butterfly,PSV,2015,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02
14868,Ouran Koukou Host Bu,PS2,2007,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02
14869,La Corda d'Oro 4,PSV,2016,Action,Tecmo Koei,0.0,0.0,0.02,0.0,0.02
14870,Stronghold 2 Deluxe,PC,2005,Strategy,Take-Two Interactive,0.0,0.02,0.0,0.0,0.02
14871,Technic Beat,PS2,2002,Misc,Arika,0.01,0.01,0.0,0.0,0.02
14872,Agatha Christie: The ABC Murders,PC,2016,Adventure,Microids,0.0,0.02,0.0,0.0,0.02
14873,Dragon's Lair,DS,2010,Platform,Destineer,0.02,0.0,0.0,0.0,0.02
14874,F1 2002,GBA,2002,Racing,"Destination Software, Inc",0.01,0.01,0.0,0.0,0.02
